,Id,Title,Description,Popularity,Genres,Release Date,Rating,Vote Count,Revenue
1651,18405,The Last House on the Left,"A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge.",30.764,"['Crime', 'Thriller', 'Horror', 'Drama']",2009-03-13,6.4,1447,32721635
1652,6795,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",30.714,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",2005-11-06,6.4,2777,65079104
1653,9335,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",31.312,"['Action', 'Thriller', 'Crime']",2005-08-03,6.3,3033,89083229
1654,869,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",30.01,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",2001-07-25,5.7,3423,362211740
1655,881211,Snoopy Presents: For Auld Lang Syne,"After finding out her grandmother won't be visiting for Christmas, Lucy decides to cheer herself up by throwing the ultimate New Year's Eve party. Meanwhile, Charlie Brown tries to fulfill one of his resolutions before the clock strikes midnight.",30.38,"['Animation', 'Family']",2021-12-09,7.3,84,0
1656,433498,Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",30.317,"['Drama', 'History', 'Crime']",2017-09-07,7.3,1599,10060903
1657,438590,A-X-L,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,31.068,"['Science Fiction', 'Action', 'Adventure', 'Family']",2018-08-23,6.3,1050,0
1658,347626,He's All That,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",27.092,"['Comedy', 'Romance']",2021-08-27,6.7,1080,0
1659,289,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",32.401,"['Drama', 'Romance']",1942-11-26,8.2,4477,10462500
1660,196,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",29.025,"['Adventure', 'Comedy', 'Science Fiction']",1990-05-25,7.5,9026,244527583
